date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:04:23	10408/10408	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images//xs/avatar10.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar10.svg	(from https://pixelwibes.com/template/ebazar/html/dist/chat.html)
11:04:25	63262/63262	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images//gallery/1.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/1.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/chat.html)
11:04:25	2918/2918	---M-Z	200	added ('OK')	text/javascript	etag:%222902800-b66-61d782cd98d80-gzip%22	https://pixelwibes.com/template/ebazar/html/js/page/google.js	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/js/page/google.js	(from https://pixelwibes.com/template/ebazar/html/dist/store-locator.html)
11:04:26	2335/2335	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/prism/prism.css	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/prism/prism.css	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:26	32476/32476	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/index.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/index.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:27	6150/6150	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signup.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signup.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:27	3955/3955	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-password-reset.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-password-reset.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:28	4833/4833	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-two-step.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-two-step.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:28	3208/3208	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-404.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-404.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:28	39847/39847	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-badge.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-badge.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:28	34181/34181	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-breadcrumb.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-breadcrumb.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:28	118207/118207	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images//gallery/2.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/2.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/chat.html)
11:04:29	96195/96195	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-buttons.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-buttons.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:29	137730/137730	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:30	249530/249530	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/fullcalendar/main.min.js	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/fullcalendar/main.min.js	(from https://pixelwibes.com/template/ebazar/html/dist/calendar.html)
11:04:31	87267/87267	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-carousel.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-carousel.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:31	71502/71502	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-collapse.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-collapse.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:31	92728/92728	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-dropdowns.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-dropdowns.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:31	84212/84212	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-listgroup.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-listgroup.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:32	73974/73974	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-modal.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-modal.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:32	65260/65260	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-navs.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-navs.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:32	126830/126830	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-navbar.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-navbar.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:33	60793/60793	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-pagination.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-pagination.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:33	41007/41007	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-popovers.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-popovers.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:33	49862/49862	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-progress.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-progress.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:34	54222/54222	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-scrollspy.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-scrollspy.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:34	56669/56669	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-spinners.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-spinners.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:34	80148/80148	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-toasts.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-toasts.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:35	40242/40242	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-tooltips.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-tooltips.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:36	69602/69602	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/documentation.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/documentation.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:36	39668/39668	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:48:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/changelog.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/changelog.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:36	36684/36684	---M-Z	200	added ('OK')	text/html	date:Wed,%2017%20Jul%202024%2022:37:06%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/help.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/help.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:37	50773/50773	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/prism/prism.js	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/prism/prism.js	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-alerts.html)
11:04:37	55703/55703	---M-Z	200	added ('OK')	text/javascript	etag:%2229027ff-d997-61d782cd98d80-gzip%22	https://pixelwibes.com/template/ebazar/html/js/page/chart-apex.js	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/js/page/chart-apex.js	(from https://pixelwibes.com/template/ebazar/html/dist/charts.html)
11:04:38	12392/12392	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar11.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar11.svg	(from https://pixelwibes.com/template/ebazar/html/dist/table.html)
11:04:38	12392/12392	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:42%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar8.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar8.svg	(from https://pixelwibes.com/template/ebazar/html/dist/table.html)
11:04:38	801/801	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/parsleyjs/css/parsley.css	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/parsleyjs/css/parsley.css	(from https://pixelwibes.com/template/ebazar/html/dist/forms.html)
11:04:39	94707/94707	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/parsleyjs/js/parsley.js	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/parsleyjs/js/parsley.js	(from https://pixelwibes.com/template/ebazar/html/dist/forms.html)
11:04:50	12165/12165	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar2.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar2.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:50	22569/22569	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar1.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar1.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:50	9727/9727	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar5.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar5.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:50	20571/20571	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar6.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar6.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:51	9271/9271	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar7.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar7.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:51	12394/12394	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar8.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar8.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:51	10970/10970	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar9.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/lg/avatar9.svg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:51	26370/26370	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2004:04:50%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar2.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar2.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:52	26370/26370	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2004:04:51%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar3.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar3.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:52	26370/26370	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2004:04:51%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar8.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/xs/avatar8.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/contact.html)
11:04:52	1095/1095	---M-Z	200	added ('OK')	text/javascript	etag:%222902803-447-61d782cf81200-gzip%22	https://pixelwibes.com/template/ebazar/html/js/page/todo.js	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/js/page/todo.js	(from https://pixelwibes.com/template/ebazar/html/dist/todo-list.html)
11:04:53	19663/19663	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/login-img.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/login-img.svg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signin.html)
11:04:54	1116/1116	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/google.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/google.svg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-signin.html)
11:04:55	106812/106812	---M--	200	added ('OK')	font/woff	etag:W/%221a13c-GxDOCA4lYqi36DlQRNPKg9wRKZk%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/fonts/bootstrap-icons.woff?4601c71fb26c9277391ec80789bfde9c	E:/Thietkewebsiteduan1/NT/cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/fonts/bootstrap-icons289b.woff	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css)
11:04:57	80504/80504	---M--	200	added ('OK')	font/woff2	etag:W/%2213a78-LeNORn2wta85aJwpaQsm7EA3IQI%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/fonts/bootstrap-icons.woff2?4601c71fb26c9277391ec80789bfde9c	E:/Thietkewebsiteduan1/NT/cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/fonts/bootstrap-icons289b.woff2	(from https://cdn.jsdelivr.net/npm/bootstrap-icons@1.3.0/font/bootstrap-icons.css)
11:05:01	540/540	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jul%202024%2021:30:46%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/img/switch.png	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/img/switch.png	(from https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/multi-select/css/multi-select.css)
11:05:01	5344/5344	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2017%20Jul%202024%2021:30:44%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.eot	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.eot	(from https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/css/dropify.min.css)
11:05:01	3052/3052	---M--	200	added ('OK')	font/woff	date:Wed,%2017%20Jul%202024%2021:30:44%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.woff	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.woff	(from https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/css/dropify.min.css)
11:05:02	5180/5180	---M--	200	added ('OK')	font/ttf	date:Wed,%2017%20Jul%202024%2021:30:44%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.ttf	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.ttf	(from https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/css/dropify.min.css)
11:05:02	1969/1969	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2017%20Jul%202024%2021:30:44%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/fonts/dropify.svg	(from https://pixelwibes.com/template/ebazar/html/dist/assets/plugin/dropify/dist/css/dropify.min.css)
11:05:03	27281/27281	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/no-data.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/no-data.svg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/index.html)
11:05:04	14515/14515	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/forgot-password.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/forgot-password.svg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-password-reset.html)
11:05:04	7966/7966	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/verify.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/verify.svg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-two-step.html)
11:05:05	26370/26370	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2004:05:05%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/admin-profile.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/admin-profile.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:06	26370/26370	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2004:05:05%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/order-invoices.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/order-invoices.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:06	26370/26370	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2013%20Nov%202024%2004:05:05%20GMT	https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-elements/auth-signin.html	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-elements/auth-signin.html	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:06	37173/37173	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/not_found.svg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/not_found.svg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/auth-404.html)
11:05:06	91754/91754	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/6.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/6.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:07	153107/153107	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/8.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/8.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:08	39673/39673	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/9.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/9.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:08	130377/130377	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/5.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/5.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:08	37307/37307	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:40%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/3.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/3.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
11:05:08	71156/71156	---M--	200	added ('OK')	image/jpeg	date:Fri,%2024%20Nov%202023%2019:10:38%20GMT	https://pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/10.jpg	E:/Thietkewebsiteduan1/NT/pixelwibes.com/template/ebazar/html/dist/assets/images/gallery/10.jpg	(from https://pixelwibes.com/template/ebazar/html/dist/ui-elements/ui-card.html)
